Deal ID,Spatial accuracy level,Location,Point,Facility name,Location description,Comment on location
3785,Administrative region,"Bandundu, Democratic Republic of the Congo","-3.31523,17.3856",,,"Inongo Territory in the Mai-Ndombe Lake District in the Bandundu Province. The project is located on the West shore (to the East) of Lake Mai Ndombe, between the lake itself and the Bolipa Mpe (Boruampe) River to the West, and between the Lokeke River to the South and the Bolog’o Lule River to the North."
3786,Administrative region,"Nyanga, Zimbabwe","-18.21239,32.73179",Claremont Estate,,
3786,Administrative region,"Chimanimani, Zimbabwe","-19.80324,32.87331",Southdown Estate and Roscommon Estate,,
3786,Administrative region,"Norton, Zimbabwe","-17.88647,30.68914",Kent estate,,
3786,Exact location,"Chipinge, Zimbabwe","-20.1129,32.71813",Clearwater estate,,Spatial data derived from the Mapathon 2020.
3788,Administrative region,"Boni, Burkina Faso","11.56333,-3.39884",,,Boni village. Boni is a department or commune of Tuy Province in Burkina Faso.
3790,Administrative region,"Niger, Mali","14.4968,-4.82597",,,Office du Niger
3795,Administrative region,"Sangha, Congo","1.46623,15.40681",Pokola and Pikounda-nord,,"North: from the 01degree46'N located 7km norhth of the confluence of the Mbolo and Sangha rivers
West and West East: river Sangha is border
East: the border between the departements of Sangha and Likouala"
3795,Approximate location,"Sangha River, Republic of the Congo","0.40211,16.85423",Pikounda-Nord,,See contract for exact location details
3814,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia","6.51569,36.95411",,,"Adama Spinning Factory is located at Oromia Regional State, in Adama (Nazareth) town about 100 Km towards the southeast of Addis Ababa"
3815,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia","6.51569,36.95411",,,Chocha Kebele in Decha district in Kafa zone in SNNPR state
3816,Administrative region,"Benishangul-Gumuz Region, Ethiopia","10.78029,35.56579",,,
3817,Administrative region,"Benishangul-Gumuz Region, Ethiopia","10.78029,35.56579",,,
3818,Administrative region,"Benishangul-Gumuz Region, Ethiopia","10.78029,35.56579",,,
3819,Coordinates,"Ziway, Ethiopia","7.89848,38.73675",,,"Zeway, 163km south west of the capital in the Oromia Regional State"
3820,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia","6.51569,36.95411",,,
3821,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia","6.51569,36.95411",,,
3822,Administrative region,"Benishangul-Gumuz Region, Ethiopia","10.78029,35.56579",,,
3823,Administrative region,"K'ota, Ethiopia","11.3,37.96667",,,Kota kebele in Dangur district in Metekel zone in Benshangul Gumuz
3824,Administrative region,"Abobo, Ethiopia","7.89167,34.53333",,,Pukedu kebele in Abobo district in Agnuwa zone in Gambela regional state
3825,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia","6.51569,36.95411",,,
3827,Administrative region,"Benishangul-Gumuz Region, Ethiopia","10.78029,35.56579",,,
3828,Administrative region,"Benishangul-Gumuz Region, Ethiopia","10.78029,35.56579",,,
3829,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia","6.51569,36.95411",,,
3830,Administrative region,"Benishangul-Gumuz Region, Ethiopia","10.78029,35.56579",,,"Metekel Zone, Dangur district, Abay dar Kebele."
3832,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia","6.51569,36.95411",,,karo dus kebele in Hammer district in South Omo zone
3833,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia","6.51569,36.95411",,,
3834,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia","6.51569,36.95411",,,
3836,Administrative region,"Benishangul-Gumuz, Ethiopia","10.78029,35.56579",,,"Qota Kebele
Benishangul-Gumuz Region, Ethiopia"
3837,Administrative region,"Benishangul-Gumuz Region, Ethiopia","10.78029,35.56579",,,
3838,Administrative region,"Benishangul-Gumuz Region, Ethiopia","10.78029,35.56579",,,
3839,Administrative region,"Southern Nations, Nationalities, and People's Region, Ethiopia","6.51569,36.95411",,,700km South of Addis Ababa.
3840,Administrative region,"Kasama, Zambia","-8.4884,31.1955",,,"5 different estates in Northern Province- Isanya Estates
7KM FROM MBALA TOWN
Farm 33"
3840,Administrative region,"Mbala, Zambia","-10.118,31.1329",,,"Kateshi Estate, 27KM FROM KASAMA ALONG MBALA RD, Farm 4133"
3840,Administrative region,"Mungwi, Zambia","-9.4657,31.127",,,"917KM FROM LUSAKA ON MBALA RD, Farm 4127"
3841,Administrative region,"Amhara, Ethiopia","11.34942,37.97846",,,Jawi Wereda of the Awi Zone of the Amhara Regional State
3842,Administrative region,"Muheza, Tanzania","-5.17594,38.79178",,,"Msakangoto, Muheza"
3843,Coordinates,"Océan 174Kribi, Niété, Cameroon","2.94448,10.06228",Bissiang,Bissiang Located at Lokoundjé district,"Hevecam’s Niete concession is located on the edge of Campo Ma’an National Park

Polygon for area in operation for 7643 ha for Bissiang"
3843,Coordinates,"Lokoundje River, Cameroon","3.33409,10.12671",Mpama,,"Extension of 2012, 4 separate locations

Second polygon for 3402 ha of Land for Mpama."
3843,Coordinates,"Iieu-dit ""Elogbatindi"", Lokoundjé district in the North","3.41984,10.08407",Elogbatindi,,"Third extension from 2012.

Added shapefile polygon for Elogbatindi of 3972ha"
3843,Coordinates,"Bipaga, Polongwé, Bebambwé and Londji H","3.08792,10.08407",Bipaga,,"Fourth polygon from the 2012 extension

Added shapefile derived from satellite imagery of 3347 ha of Bipaga"
3844,Coordinates,"Meyomessala, Cameroon","3.17036,12.39543",North concession,,"Meyomessala in dja-et-lobo district, sud province. The concession borders the Dja Faunal Reserve, a UNESCO world heritage site housing rare wildlife.

Contract area derived from coordinates in the contract."
3844,Coordinates,"Arrondissement de Meyomessala, Meyomessi and Djoum","2.96898,12.46792",Center concession,"Second parcel with 36,998 hectares",Contract area derived from coordinates in the contract.
3848,Administrative region,"Xai-Xai District, Mozambique","-25.05,33.65",,,Xai-xai irrigation scheme
3848,Administrative region,"Chicumbane, Mozambique","-24.97413,33.52241",,,4000 ha for rice and 1000ha for maize. Floods in 2013 affected these plots.
3849,Exact location,"Kankan, Guinea","11.3881,-9.54784",,,"Exact location according to company website. Faranah, Kouroussa and Beyla also provided as additional locations."
3851,Administrative region,"Omo, Ethiopia","5.45091,36.26308",,,
3854,Country,The Gambia,"13.44318,-15.31014",,,Location information not known.
3855,Country,Senegal,"14.4974,-14.45236",,,
3863,Administrative region,"Yomou, Guinea","7.566,-9.2533",,,Saoro  est situé dans la  préfecture de Yomou à  plus de mille kilomètres  de  la  capitale  guinéenne Conakry
3865,Administrative region,"Dongo-Kuma, Democratic Republic of the Congo","2.45214,20.13133",,,Gwaka- closest location I could find is Dongo-Kuma. Another report mentions Lisala.
3866,Coordinates,"Dima, Democratic Republic of the Congo","-3.30971,17.5136",,,
3867,Administrative region,"Equator, Democratic Republic of the Congo","0.564,20.33088",,,"10,800ha"
3867,Administrative region,"Bandundu, Democratic Republic of the Congo","-3.31523,17.3856",,,1900ha
3880,Administrative region,"Rufiji, Tanzania","-7.88591,38.82055",,,Farm 3287 (Mkongo Village) + 6712 (Kilimani Rufiji District)
3881,Administrative region,"Rufiji River, Tanzania","-8.02976,39.25499",,,
3883,Coordinates,"Rufiji, Tanzania","-7.92045,38.49153",,,"Ndundunyikanza, Kipo, Kipugira, Nyaminywili villages"
3885,Administrative region,"Kisarawe, Tanzania","-6.9076,39.073",,,"Kimala Misale Village, Kisarawe District."
3886,Administrative region,"Rufiji River, Tanzania","-8.02976,39.25499",,,"It is located along Lower Rufiji River basin in Utunge Ward, specifically in Tawi, Utunge and Namwage villages."
3888,Coordinates,"Chita, Tanzania","-8.59143,36.08427",,,Merera village
3888,Coordinates,,"-8.59361,36.16019",,,
3893,Administrative region,"Manica, Mozambique","-18.93444,32.87556",,,"The area of Manica province comprises three distinct zones: (1) Báruè district; (2) the Chimoio area (Gondola and Sussundenga); and (3) the district of Mossurize. The project covers five districts and twelve
administrative posts (PA), in particular:
 Báruè district (PAs of Catandica, Nhampassa and Chôa);
 Manica district (PA of Mavonde);
 Gondola district (PAs of Amatongas, Cafumpe, Matsinho and Inchope);
 Sussundenga district (PAs of Sussundenga and Muhoa); and
 Mossurize district (PAs of Espungabera and Dacata)."
3901,Coordinates,"Grand Kru, Liberia","4.96324,-8.05013",,,"The concession spans over three provinces: Grand Kru, Maryland, River Cess. The land lies within the latitudes 4.8-5.1 and longitudes 8-8.3; 
Coordinates of contract area in contract, page 9-11"
3914,Administrative region,"Jakiri, Cameroon","6.08901,10.63365",,,Farms in Jakiri and Ndakoa
3915,Approximate location,"Agona Swedru, Ghana","5.52982,-0.70578",,,"The project is part of a 1000 acre farm that is located near the town of Agona Swedru.

Spatial data derived from the mapathon and by JRC relate to other farming activities, not Formako."
3917,Administrative region,"San-Pedro, Côte d'Ivoire","4.75787,-6.64243",,,
3917,Administrative region,"Dabou, Côte d'Ivoire","5.32621,-4.36679",,,
3918,Country,Guinea,"9.94559,-9.69664",,,No location information.
3924,Administrative region,"Xai-Xai District, Mozambique","-25.05,33.65",,,Another source states Chicumbane.
3925,Administrative region,"Koka Nagawo, Ethiopia","8.43622,39.05585",,,"Koka, Koka Nagawo, Kibbish woreda (district), Bench Maji Zone"
3930,Administrative region,"Salima, Malawi","-13.77955,34.45864",,,856ha estate
3930,Administrative region,"Mchinji, Malawi","-13.80001,32.89304",,,2700ha estate
3930,Administrative region,"Lilongwe, Malawi","-13.96261,33.77412",,,265ha estate
3944,Exact location,"Kopa, Zambia","-11.69212,30.73851",,,"situated over 100 kilometres away from Mpika boma. In senior chief Kopa's area. The nursery set up 20 km away from the main plantation site. Kopa, Kanchibaya district."
3980,Administrative region,"Manica, Mozambique","-18.93444,32.87556",,,"Mave in Mossurize district, Manica province"
3986,Exact location,"Wad Hamid, Sudan","16.56852,32.80239",,"The land is strategically located 7km from the Nile River, 130km from Khartoum and 700km from Port Sudan, the gateway to the target markets of the KSA, the UAE and China","Wad Hamid area of the River Nile State. The project is located 130km North of Khartoum on the west side of the main Khartoum-Matama road, and is 7km from the Nile. It is approximately 700km from Port Sudan"
4014,Administrative region,"Lake Alaotra, Madagascar","-17.46274,48.52873",,,
4055,Exact location,"Ross Bethio, Senegal","16.31483,-16.24009",,,CR de Doddel (Fouta). Exact location is closest to Ross Bethio.
4056,Administrative region,"Syer, Senegal","16.07593,-15.89289",,,CR de Syer (Lac de Guiers)
4057,Administrative region,"Diokoul, Senegal","13.95532,-15.28678",,,
4058,Administrative region,"Wassadou, Senegal","12.74574,-14.16322",,,Wassadou (Kedougou)
4059,Administrative region,"Ourour, Senegal","14.32361,-16.03049",,,"The plantations are located mainly in the surroundings of the cities of Ourour and Kaffrine, The plantations will be located near villages around these cities to limit the transport and facilitate the access of inhabitants hired for the project implementation."
4059,Administrative region,"Kaffrine, Senegal","14.10686,-15.55198",,,
4060,Coordinates,"Mazabuka, Zambia","-15.86667,27.66667",,,"8KM FROM MAZABUKA 6KM OFF ROAD RIGHT, Farm 554"
4061,Administrative region,"Gurue, Mozambique","-15.46667,36.98333",Murrimo Farming,,Alverca
4118,Exact location,"Kakamega, Kenya","0.38023,34.8325",,,the sugar plant shall be located in Olepito village
4120,Administrative region,"Muhoroni, Kenya","-0.15661,35.19836",,,
4121,Administrative region,"Bungoma, Kenya","0.56937,34.56114",,,
4121,Administrative region,"Kakamega, Kenya","0.28273,34.75186",,,
4121,Administrative region,"Lugari, Kenya","0.65116,34.87621",,,
4121,Administrative region,"Malava, Kenya","0.44504,34.85414",,,
4122,Administrative region,"Naivasha, Kenya","-0.72024,36.42853",,,first flower farm on Naivasha
4123,Exact location,"Hell's Gate National Park, Naivasha, Kenya","-0.91707,36.33579",,,"The coordinates for the site are: 
00 54’ 57.73” S and 36 20’6.64”E."
4151,Administrative region,"West Pokot, Kenya","1.59244,35.28536",,,Pokot county
4151,Administrative region,"Turkana, Kenya","3.03989,35.6207",,,
4164,Administrative region,"Kayunga, Uganda","0.70137,32.90291",,,Kitwe
4166,Administrative region,"Kololo, Uganda","2.33333,31.3",,,"Within the region of the Lakang and 
Kololo Village, Amuru district."
4166,Administrative region,"Amuru, Uganda","2.96679,32.08374",,,
4174,Administrative region,"Mityana, Uganda","0.47777,32.03829",,,"""70km from Kampala, 12km off the Kampala-Mityana Road"""
4175,Exact location,"Wakiso, Uganda","0.2214,32.52064",,,situated 15 kms from Kampala on the road to Entebbe
4182,Administrative region,"National Forest Authority Namanve, Kampala, Uganda","0.35738,32.68107",,,
4189,Coordinates,"Mbale, Uganda","1.0781,34.15003",Mbale Industrial Park,,
4281,Approximate location,"Kwamsisi, Tanzania","-5.87225,38.57256",,,Kawansisi farm near Kwamsisi Village
4283,Exact location,"Upper East, Ghana","10.86804,-1.15561",,,"Dam feeding water to the irrigation scheme. In the Northern Region, adjacent to a large dam and government-run irrigation scheme"
4285,Exact location,"Zimba, Zambia","-17.31046,26.2865",,,
4287,Coordinates,"Kafue, Zambia","-15.68302,27.96761",,,Adjacent to Kafue river
4298,Administrative region,"Zagora, Morocco","30.3459,-5.84066",,,Tamellalte (on the outskirts of Zagora)
4299,Administrative region,"Manda National Park, Pont de Balimba, Chad","8.97947,18.4785",,,"The sugar manufacturing plant is located in Banda, 15.5 miles from Sahr, in the south-eastern part of the country, near the Central African border. The plant and plantations run alongside the Shari River."
4300,Administrative region,"Bouenza, Congo","-4.11281,13.72892",,,"The land area is bordered to the north by the Niari River , south by the Loudima river, to the east by the village of Dakar and to the west by Loudima Station ."
4301,Administrative region,"Kenema, Sierra Leone","7.87718,-11.18523",,,Guara Chiefdom
4302,Administrative region,"Njombe, Tanzania","-8.91475,34.68565",,,
4302,Administrative region,"Iringa, Tanzania","-7.77,35.69",,,
4305,Administrative region,"Bafatá, Guinea-Bissau","12.17194,-14.6575",,,
4306,Administrative region,"Triangle, Zimbabwe","-21.03168,31.4418",,,Located in the Masvingo Province.  445 km south east of the capital city of Harare. The Triangle Limited farmlands and Hippo Valley (#4309) are located side-by-side with the two processing plants 30 kilometers from each other.
